072420.75   +420900.6  2MASX J07242070+4209004       2193308  108110  0.057               SB        (r,bl)        Sab    2  1.00  SB(r,bl)ab:
163644.75   +500909.1  2MASX J16364474+5009089       2364442  104743  ---                 SA        (r)           S0/a   0  0.00  SA(r)0/a:
163656.15   +442244.5  2MASX J16365611+4422441       2242967  192701  0.030  (RP)         SA        (l)           Sb     3  0.00  (RP)SA(l)b: pec
163700.38   +362712.3  KUG 1635+365B                   58613   71797  0.031  (R2P)        SB        (_rs)         Sab    2  1.00  (R2P)SB(_rs)ab
163727.11   +275246.4  2MASX J16372712+2752463       1820441   96768  0.073  (RP)         SAB       (l)           Sb     3  0.50  (RP)SAB(l)b:
163732.80   +204547.1  2MASX J16373281+2045467       1635367   93809  0.150  (R2P)        SAB       (s)           Sa     1  0.50  (R2P)SAB(s)a
163737.63   +384451.2  2MASX J16373761+3844512       3388705   36708  0.084  (R)          SAB_a     (rl)          S0+   -1  0.50  (R)SAB_a(rl)0^+^
163743.76   +251514.9  2MASX J16374377+2515149       1730315  233806  0.059  (RP)         SB_a      (_rs)         Sbc    4  1.00  (RP)SB_a(_rs)bc pec
163747.18   +360654.0  IC 4614                         58641   71800  0.033  (RP)         SA        (l,_rs)       Sab    2  0.00  (RP)SA(l,_rs)ab
163759.06   +200729.2  CGCG 109-036                    58652  102264  0.035  (R1P)        SAB       (irpl)        Sb     3  0.50  (R1P)SAB(irpl)b
163820.63   +502953.1  2MASXi J1638206+502953            ---  105043  ---                 SAB       (_rs)         S0/a   0  0.50  SAB(_rs)0/a
163821.70   +251111.6  2MASX J16382167+2511117       1728098  233810  0.057               SB        (r)           S0/a   0  1.00  SB(r)0/a
163828.85   +112622.4  2MASX J16382883+1126222       1393647  178772  0.084               SAB       (r)           Sa     1  0.50  SAB(r)a
163837.63   +490813.1  CGCG 251-036                    58679  104486  0.030               S_AB      (rs)          S0o   -2  0.25  S_AB(rs)0^o:
163850.51   +521235.8  2MASX J16385043+5212354       3869786  147030  ---    (R)          SAB_a     (l)           S0+   -1  0.50  (R)SAB_a(l)0^+^
163924.61   +245644.3  2MASX J16392457+2456439       3869988  233812  0.068  (R1)         SAB       (l)           S0+   -1  0.50  (R1)SAB(l)0^+^
163943.92   +125610.6  2MASX J16394392+1256102       3870101  144006  0.050  (R2P)        SA_B      (s)           Sab    2  0.75  (R2P)SA_B(s)ab
164006.47   +371128.8  CGCG 197-002                    58720   72327  0.030  (L,R)        S_AB      (rl)          S0+   -1  0.25  (L,R)S_AB(rl)0^+^
164021.45   +271651.6  2MASX J16402146+2716512       3870307   96789  0.113  (R2P:)       SAB       (l)           Sb     3  0.50  (R2P:)SAB(l)b
164035.05   +480031.8  2MASX J16403509+4800314       2308712  145944  ---    (RL)         SB_a      (s)           S0+   -1  1.00  (RL)SB_a(s)0^+^
164054.36   +431254.9  2MASX J16405438+4312550       2215577  192720  0.070  (R1)         SAB_a     (_rs)         Sab    2  0.50  (R1)SAB_a(_rs)ab
164106.21   +332337.3  2MASX J16410625+3323377       3501255   69592  0.086               SA        (_rs)         S0/a   0  0.00  SA(_rs)0/a
164117.08   +360547.2  2MASX J16411709+3605468       2074909   72053  0.070  (R2P)        SAB_a     (l)           S0/a   0  0.50  (R2P)SAB_a(l)0/a:
164128.36   +381608.3  2MASX J16412836+3816088       2122428   37770  0.039  (R1L)        S_AB      (rl)          S0/a   0  0.25  (R1L)S_AB(rl)0/a
164137.50   +324423.9  2MASX J16413747+3244245       2010432   69400  0.135               SAB       (r_s)         Sb     3  0.50  SAB(r_s)b
164150.40   +374405.2  MCG +06-37-006                  58786   36720  0.061  (R1R2P)      SAB       (l)           Sb     3  0.50  (R1R2P)SAB(l)b
164153.36   +234437.4  2MASX J16415337+2344376       3571805   87695  0.098  (R1R2P)      SAB       (s)           Sab    2  0.50  (R1R2P)SAB(s)ab
164211.87   +381433.5  2MASX J16421184+3814335       3388758   36878  0.061  (R2P)        SAB       (s)           Sa     1  0.50  (R2P)SAB(s)a
164251.02   +521402.8  CGCG 276-039                    58825  182927  ---    (R)          SAB_a     (r)           S0+   -1  0.50  (R)SAB_a(r)0^+^
164315.84   +541742.2  2MASX J16431579+5417414       2465363  147966  ---    (R2P)        SAB       (rs)          Sb     3  0.50  (R2P)SAB(rs)b
164316.02   +263633.9  2MASX J16431597+2636339       1782392   96801  0.063  (R1P)        S_AB      (l)           Sa     1  0.25  (R1P)S_AB(l)a
164320.57   +504630.3  2MASX J16432059+5046302       2381757  147047  ---                 SA        (r)           Sab    2  0.00  SA(r)ab:
164326.94   +541255.6  2MASX J16432689+5412555       2463078  147967  ---    (R2P)        SAB       (s)           Sab    2  0.50  (R2P)SAB(s)ab:
164332.11   +455056.6  2MASX J16433210+4550570       2271387   14467  0.062  (R2P)        S_AB      (l)           Sab    2  0.25  (R2P)S_AB(l)ab
164341.82   +192725.0  2MASX J16434185+1927247       1592967  228995  ---                 S_AB      (r)           S0+   -1  0.25  S_AB(r)0^+^
164343.01   +324321.1  2MASX J16434305+3243206       2009655   69598  0.135  (RP)         SA        (l)           Sab    2  0.00  (RP)SA(l)ab
164344.22   +211841.9  2MASX J16434424+2118421       1647419   96125  0.115  (R2P)        SAB       (s)           Sa     1  0.50  (R2P)SAB(s)a:
164349.59   +464344.6  2MASX J16434955+4643445       2286172  104279  ---    (RP)         SA        (l)           Sa     1  0.00  (RP)SA(l)a
164358.99   +435549.3  2MASX J16435895+4355485       2232547   33159  0.077               SA        (r)           S0+   -1  0.00  SA(r)0^+^:
164401.83   +493057.0  UGC 10530                       58862  146702  0.052  (RP)         Sb                      Sb     3  9.99  (RP)Sb sp
164410.84   +123914.7  2MASX J16441084+1239149       1413612  135639  0.080  (RP)         SB        (_rs)         Sb     3  1.00  (RP)SB(_rs)b:
164445.75   +181621.4  2MASX J16444573+1816207       1554914  227306  ---    (R2P)        SAB       (l)           Sbc    4  0.50  (R2P)SAB(l)bc
164447.21   +274155.0  SDSS J164447.21+274154.9      4508367  232535  ---    (RP)         SAB       (l)           Sb     3  0.50  (RP)SAB(l)b
164455.01   +324817.8  2MASX J16445499+3248181       2012995   85495  0.053  (R1P)        SB_a      (s)           Sa     1  1.00  (R1P)SB_a(s)a
164458.82   +511829.1  IC 1229                         58902  147287  ---    (RPL)        SB        (r,bl)        Sa     1  1.00  (RPL)SB(r,bl)a
164511.78   +343817.8  2MASX J16451179+3438171       3501665   70666  0.137  (R)          SAB                     S0+   -1  0.50  (R)SAB0^+^
164517.30   +174116.5  2MASX J16451729+1741165       1538995  103990  ---    (RP)         SA        (l)           Sa     1  0.00  (RP)SA(l)a
164520.62   +424528.0  2MASX J16452060+4245280       2205540   32997  0.049               SA        (rl)          S0+   -1  0.00  SA(rl)0^+^
164526.22   +181203.8  UGC 10533 NOTES01                 ---  227308  ---    (R1)         SA        (r)           S0/a   0  0.00  (R1)SA(r)0/a
164528.36   +193951.7  2MASX J16452838+1939513       1600979   94203  0.061  (RP)         SA_B      (_rs,bl)      Sa     1  0.75  (RP)SA_B(_rs,bl)a:
164537.69   +394913.0  2MASXi J1645376+394912            ---  191259  0.101  (RL)         SAB       (l)           Sab    2  0.50  (RL)SAB(l)ab:
164540.07   +203259.0  2MASX J16454006+2032593       3872010   95912  ---    (RP)         SA_B_a    (s)           Sb     3  0.75  (RP)SA_B_a(s)b
164550.04   +435159.4  CGCG 224-100                    58923   14287  0.034  (L)          SAB       (r,bl)        S0+   -1  0.50  (L)SAB(r,bl)0^+^
164555.25   +241902.0  2MASX J16455522+2419023       1704578  234037  0.057  (RP)         SA        (l)           Sa     1  0.00  (RP)SA(l)a
164559.19   +352732.0  2MASX J16455919+3527320       3088550   72335  0.030  (R)          SAB       (l)           S0/a   0  0.50  (R)SAB(l)0/a
164702.02   +510759.5  2MASX J16470199+5107595       2388930  182935  ---    (R1P)        SAB       (rs)          Sab    2  0.50  (R1P)SAB(rs)ab
164722.26   +352847.4  2MASX J16472227+3528478       3501877   71410  0.092               SA_B      (r)           S0+   -1  0.75  SA_B(r)0^+^
164747.22   +383927.2  2MASX J16474724+3839276       3088236   35694  0.031  (RP)         SA        (rs)          Sb     3  0.00  (RP)SA(rs)b
164803.91   +240915.6  2MASX J16480390+2409155       1700919   97122  0.048  (R:)         SAB       (r)           S0+   -1  0.50  (R:)SAB(r)0^+^:
164815.06   +251523.3  2MASX J16481504+2515237       3089531   97521  0.056  (R)          SA_B_a    (l)           S0+   -1  0.75  (R)SA_B_a(l)0^+^
164826.34   +315534.8  LCSB S2280P                       ---   85505  0.054  (R1P)        SA_B      (rs)          Sb     3  0.75  (R1P)SA_B(rs)b
164835.56   +393108.0  2MASX J16483557+3931080       2151193  191730  0.053  (R2P)        S_AB      (l)           Sb     3  0.25  (R2P)S_AB(l)b
164836.20   +235059.0  2MASX J16483622+2350583       1694842   88420  0.135  (R2P)        SAB_a     (s)           Sab    2  0.50  (R2P)SAB_a(s)ab
164847.33   +515801.1  2MASX J16484732+5158014       2403740  147759  ---    (RP)         SA        (l)           Sab    2  0.00  (RP)SA(l)ab
164855.90   +395437.2  2MASX J16485588+3954377       2157643   36133  0.070  (RP)         SA        (r)           Sa     1  0.00  (RP)SA(r)a
164858.60   +400041.1  2MASX J16485857+4000417       2159209   36135  0.032  (RL)         SA        (r)           S0/a   0  0.00  (RL)SA(r)0/a
164913.57   +230439.9  2MASX J16491353+2304401       1681046  233830  0.048  (RP,RL)      SA        (r)           Sa     1  0.00  (RP,RL)SA(r)a
164956.41   +523205.7  2MASX J16495645+5232057       2417373  147980  ---    (RP)         SA_B      (rs)          Sab    2  0.75  (RP)SA_B(rs)ab:
164957.69   +384528.6  2MASX J16495770+3845290       2135798   35887  0.060  (R)          SAB       (irpl)        Sb     3  0.50  (R)SAB(irpl)b
164959.68   +270429.1  UGC 10574                       59084  232848  0.046  (R2P)        SAB_a     (s)           Sab    2  0.50  (R2P)SAB_a(s)ab
165011.07   +432526.1  2MASX J16501106+4325264       2220419   14390  0.158  (R12P)       SAB       (l)           Sb     3  0.50  (R12P)SAB(l)b
165021.68   +493522.6  2MASX J16502163+4935222       3873229  147311  ---    (R2P)        S_AB      (irpl)        Sb     3  0.25  (R2P)S_AB(irpl)b
165111.13   +402331.5  2MASX J16511108+4023314       2165125  192732  0.119  (R)          SAB                     S0+   -1  0.50  (R)SAB0^+^:
165113.51   +320239.7  2MASX J16511351+3202397       3502203   71659  0.069               SAB       (rs)          S0/a   0  0.50  SAB(rs)0/a
165125.82   +312946.4  2MASX J16512582+3129467       1950000   69767  0.160  (RPL)        SA        (rs)          Sa     1  0.00  (RPL)SA(rs)a pec
165126.14   +202259.6  2MASX J16512612+2022594       1625669  101143  0.084  (R2P)        SAB       (s)           Sab    2  0.50  (R2P)SAB(s)ab:
165131.16   +252443.0  2MASX J16513117+2524430       1735553  232240  0.036  (R2P)        SA        (rl)          Sa     1  0.00  (R2P)SA(rl)a
165155.79   +513522.4  2MASX J16515586+5135220       2396586  183257  ---    (RP)         SAB       (l)           Sb     3  0.50  (RP)SAB(l)b
165156.07   +171128.7  2MASX J16515605+1711285       3873670  227318  ---                 SB        (_rs)         Sab    2  1.00  SB(_rs)ab:
165202.03   +491925.1  CGCG 252-008                    59147  147314  ---                 SB        (_rs,bl)      Sab    2  1.00  SB(_rs,bl)ab
165210.73   +235245.0  2MASX J16521074+2352446       1695392   97328  0.048               SAB_a     (irpl,bl)     S0+   -1  0.50  SAB_a(irpl,bl)0^+^
165211.08   +234440.0  2MASX J16521103+2344396       1692904   97336  0.179  (L)          SB        (r,bl)        S0+   -1  1.00  (L)SB(r,bl)0^+^
165211.51   +224523.5  2MASX J16521153+2245236       1675585   88165  0.035  (RPL)        SB_a      (_rs,bl)      Sab    2  1.00  (RPL)SB_a(_rs,bl)ab
165223.74   +315353.3  2MASX J16522377+3153539       1970114   70288  0.106  (RP)         SA_B      (r)           Sb     3  0.75  (RP)SA_B(r)b pec
165226.29   +231957.3  NGC 6243                        59161   97141  0.036  (L)          SA        (r)           S0/a   0  0.00  (L)SA(r)0/a
165228.48   +214157.3  2MASX J16522846+2141575       1655337  233599  0.056  (RP:)        SAB       (rl)          S0/a   0  0.50  (RP:)SAB(rl)0/a:
165251.43   +172650.9  CGCG 110-015 NED01                ---  228164  0.034  (RPL)        SB        (_rs,bl)      Sa     1  1.00  (RPL)SB(_rs,bl)a
165256.77   +183938.7  2MASX J16525679+1839382       1566311   95679  0.082  (R1)         SAB       (r)           Sa     1  0.50  (R1)SAB(r)a
165314.85   +304733.5  2MASX J16531483+3047334       1918238   85520  0.094  (R1P)        SAB       (l)           Sab    2  0.50  (R1P)SAB(l)ab:
165336.72   +430522.1  2MASX J16533672+4305222       2212753   14489  0.099  (RP)         SA        (s)           Sab    2  0.00  (RP)SA(s)ab
165339.39   +184136.0  2MASX J16533938+1841358       3572899   94573  0.083               SA        (_rs)         Sa     1  0.00  SA(_rs)a:
165351.29   +462948.4  2MASX J16535131+4629483       2282221  105062  ---    (L)          SA        (rl,nl)       S0+   -1  0.00  (L)SA(rl,nl)0^+^
165355.09   +245331.9  2MASX J16535511+2453322       3874173  232242  0.035  (RPL)        SA        (_rs)         S0/a   0  0.00  (RPL)SA(_rs)0/a
165356.26   +192803.9  2MASX J16535625+1928038       1593376  100984  0.051  (RP)         SA_B      (r,bl)        Sa     1  0.75  (RP)SA_B(r,bl)a
165456.49   +234401.0  2MASX J16545651+2344008       3573017   97531  0.046  (R2P)        S_AB_a    (r)           Sb     3  0.25  (R2P)S_AB_a(r)b
165521.23   +185641.6  2MASX J16552127+1856416       1575390   94902  0.052               SB        (r)           S0+   -1  1.00  SB(r)0^+^
165524.00   +371337.5  2MASX J16552398+3713371       3128747   35904  0.111  (R2P)        SAB:      (l)           Sa     1  0.50  (R2P)SAB:(l)a sp
165605.09   +455422.0  2MASX J16560510+4554219       2272246  146726  ---                 SA        (r)           S0+   -1  0.00  SA(r)0^+^:
165626.64   +330431.9  2MASX J16562660+3304318       2022534   37683  0.081               SA        (rs)          Sb     3  0.00  SA(rs)b: pec
165643.82   +622822.5  2MASX J16564384+6228229       3137935    7807  0.081  (RP)         SB        (rs)          Sab    2  1.00  (RP)SB(rs)ab
165648.07   +642209.3  2MASX J16564802+6422090       2667401    8010  0.041               SB        (r)           S0+   -1  1.00  SB(r)0^+^
165707.43   +325756.4  2MASX J16570742+3257563       3412055   37684  0.086  (RL)         SA                      S0+   -1  0.00  (RL)SA0^+^:
165726.75   +404408.3  CGCG 225-014                    59313   33332  0.028  (R1P)        SAB_a     (rs)          S0/a   0  0.50  (R1P)SAB_a(rs)0/a
165736.08   +230500.5  2MASX J16573604+2305008       3573233   97540  0.056  (R1P)        SAB_a     (rs)          Sab    2  0.50  (R1P)SAB_a(rs)ab
165747.17   +183225.0  2MASX J16574719+1832247       3090247   94912  0.054  (R1)         S_AB      (rl)          S0+   -1  0.25  (R1)S_AB(rl)0^+^
165748.17   +272500.8  2MASX J16574813+2725006       1807472   66658  0.034               SB        (r,nl)        S0/a   0  1.00  SB(r,nl)0/a
165913.83   +330616.9  2MASX J16591387+3306169       3088818   37807  0.036  (RPL)        SA        (irpl)        S0/a   0  0.00  (RPL)SA(irpl)0/a
165920.78   +320952.1  2MASX J16592075+3209519       1983497   37690  0.089  (RP)         S_AB      (rs)          Sb     3  0.25  (RP)S_AB(rs)b:
165939.60   +315029.5  2MASX J16593962+3150300       3502596   71442  0.120  (R2P)        SAB_a     (s)           Sb     3  0.50  (R2P)SAB_a(s)b
170001.17   +411855.7  2MASXi J1700011+411855            ---   33651  0.079  (R1PR2P)     SAB       (l)           Sb     3  0.50  (R1PR2P)SAB(l)b
170022.91   +390921.4  UGC 10657                       59412   14311  0.051  (RP)         SA        (l)           Sb     3  0.00  (RP)SA(l)b
170023.64   +295242.2  2MASX J17002362+2952418       1881568   71858  ---                 SB_a      (r)           Sb     3  1.00  SB_a(r)b
170041.77   +374406.9  2MASX J17004177+3744074       2108193   33048  0.121               SAB       (l)           Sbc    4  0.50  SAB(l)bc
170048.88   +374051.2  2MASX J17004888+3740510       3128843   33050  0.133  (RP)         SAB       (l)           Sa     1  0.50  (RP)SAB(l)a:
170107.77   +292425.0  MRK 0504                        59440   70321  0.036  (R1)         SA_B      (irpl)        S0/a   0  0.75  (R1)SA_B(irpl)0/a
170109.14   +210015.2  2MASX J17010915+2100149       1640653  234067  0.121  (R1P:)       SB        (r)           Sa     1  1.00  (R1P:)SB(r)a:
170148.24   +415607.8  2MASX J17014821+4156078       2189421  104540  ---    (R2P)        SA        (r)           Sb     3  0.00  (R2P)SA(r)b
170156.35   +354532.3  2MASX J17015633+3545324       2069550   36161  0.086  (RP)         SAB_a     (l)           Sab    2  0.50  (RP)SAB_a(l)ab
170157.80   +395915.6  2MASX J17015782+3959160       2158842   33546  0.093  (R2P)        SAB_a     (l)           Sb     3  0.50  (R2P)SAB_a(l)b
170201.06   +244549.3  2MASX J17020103+2445491       1715725   68751  0.066  (R1P)        SAB       (rs)          Sa     1  0.50  (R1P)SAB(rs)a
170203.19   +252459.1  2MASX J17020324+2524591       1735707   68859  0.031  (RPL)        SA        (_rs)         S0/a   0  0.00  (RPL)SA(_rs)0/a
